nom,prenom,dateNaissance,numeroLicence,sexe,club,pointsSimple,pointsDouble,pointsMixte
DUPUIS,Aurélie,1962-11-24,6245230,FEMME,BC Paris 15,487,424,488
BONNET,Nanami,1971-05-08,1327658,FEMME,Bad Club Seine,1240,1290,1297
GUICHARD,Amaury,1995-04-12,4038350,HOMME,BC Montpellier,1345,1269,1284
FAURE,Tanguy,2003-10-22,8371765,HOMME,Shuttle Reims,,,
POULAIN,Arnaud,1982-09-21,9713273,HOMME,Shuttle Villeurbanne,1172,1051,997
SILVA,Quoc,1963-10-23,4036405,HOMME,BC Sète,664,606,617
SILVA,Thibaut,2011-03-22,1841609,HOMME,BC Tours Nord,469,400,460
LEGROS,Alexis,1979-01-22,6685165,HOMME,BC Limoges,455,532,
LECONTE,Pauline,1992-08-07,9167266,FEMME,BC Orléans,1253,1283,1261
ANDRE,Pauline,2009-10-10,9230170,FEMME,BC Lorient,450,400,400
VINCENT,Xavier,1961-12-20,1799541,HOMME,Shuttle Club Lyon,654,538,618
ROBERT,Vinh,2018-03-18,6772800,HOMME,BC Toulon,440,,400
MAILLOT,Nadia,1988-02-12,5065012,FEMME,BC Valenciennes,1376,1441,1185
MEUNIER,Jean,1984-04-28,6245595,HOMME,Alsace Badminton,1443,1315,1385
ROYER,Gilles,2008-05-02,9473644,HOMME,BC Sélestat,837,904,755
ANDRE,Amina,1991-12-08,4276074,FEMME,Bad Hérault,1264,1355,1285
NICOLAS,Victor,2014-01-22,6294819,HOMME,Racing Club Paris,465,436,400
RENAUD,Sophie,1996-04-09,4022796,FEMME,BC Rouen,1475,1398,1481
ROBERT,Florence,1961-09-25,8116204,FEMME,BC Cholet,894,936,904
RENARD,Bruno,2011-08-14,7655691,HOMME,Chartreuse Badminton,511,400,587
RICHTER,Ngoc,1962-01-13,7381979,FEMME,Bad Basque,,,
PETIT,Yann,2002-07-24,4301874,HOMME,BC Caen,677,766,639
PREVOT,Nadia,1975-04-30,1279513,FEMME,BC Caen,1043,1080,1017
SCHWARZ,Thu,2018-03-27,3806577,FEMME,Racing Club Paris,405,400,400
LECONTE,Vinh,1999-06-22,2976704,HOMME,Anjou Badminton,750,818,728
SCHNEIDER,Hoa,1976-11-19,7511969,FEMME,BCMS Montpellier,1089,1092,982
CHEVALIER,Anh,2009-04-23,4893765,HOMME,BC Sète,597,491,668
PETIT,Amandine,1991-08-06,8440934,FEMME,BC Tours Nord,1741,1758,1802
FRANCOIS,Tristan,2015-02-18,6622329,HOMME,Bad Finistère,448,400,401
BOUCHARD,Duc,1956-01-19,8187582,HOMME,PUC Badminton,1283,1271,1312
PEREIRA,Marine,1993-01-24,3975112,FEMME,Shuttle Grenoble,1335,1406,
MASSON,Lola,1994-04-15,4582498,FEMME,BC Lille,1718,1592,1703
HOFFMANN,Sandrine,1999-06-10,4342500,FEMME,Normandie Badminton,828,801,711
AUBRY,Jean,2009-02-23,3658543,HOMME,Badminton Nantes,687,609,644
BERTRAND,Céline,1962-03-21,1733619,FEMME,ASPTT Bordeaux,691,613,535
DO,Marie,1999-12-27,7499943,FEMME,ESM Vendôme,1931,2000,1770
PREVOT,Jérôme,2010-09-13,3470977,HOMME,BC Strasbourg,544,495,497
BUI,Hoa,1967-11-18,1461964,FEMME,BC Rouen Nord,795,817,754
DO,Léa,2012-03-10,1724848,FEMME,Bad Saint-Étienne,478,450,400
DUMAS,Manon,2011-06-01,7286808,FEMME,Colmar Bad,528,612,526
POULAIN,Lilou,1975-11-23,1929129,FEMME,BC Amboise,1134,1063,1186
MANSOURI,Sarah,1959-02-26,7501892,FEMME,BC Orléans,509,466,545
SOUSA,Luc,2008-01-26,4101100,HOMME,BC Caen,458,,410
DUMAS,Nam,1996-02-02,7622093,HOMME,Bretagne Badminton,1319,1270,1231
LEGRAND,Valérie,2014-08-08,2700016,FEMME,Nouvelle-Aquitaine Bad,467,400,539
COTE,Isabelle,1999-07-26,1395840,FEMME,Bretagne Badminton,898,938,761
WAGNER,Loubna,2008-09-26,8222847,FEMME,BC Toulon,863,883,933
BUI,Emma,2012-12-31,6893116,FEMME,BC Orléans,,,
PETIT,Thuy,1997-10-15,4265640,FEMME,BC Mulhouse,1359,1245,1366
THOMAS,Corentin,2018-01-07,6136295,HOMME,Bad Amiens,415,500,444
BOUCHARD,Axel,1990-08-19,6369560,HOMME,Bad Indre,907,,
GAGNON,Denis,2012-07-18,6128721,HOMME,Shuttle Angers,428,418,400
WAGNER,Florence,1978-07-24,8212151,FEMME,Picardie Bad,684,695,648
CARPENTIER,David,1999-05-05,2437047,HOMME,BC Caen,1262,1321,1140
POULAIN,Elisa,2008-09-13,7224387,FEMME,BC Bayonne,629,715,707
GUERIN,Clara,2016-08-09,3435087,FEMME,Bad Saint-Étienne,437,400,414
LAMBERT,Yen,2001-04-26,1240213,FEMME,BC Perpignan,877,824,
WOLFF,Guillaume,1980-04-20,7453261,HOMME,BC Sélestat,790,853,818
MOREL,Julien,1998-12-14,6377143,HOMME,BC Bayonne,1033,1100,932
MAILLOT,Sakura,1972-11-30,8478566,FEMME,BC Douai,445,400,400
LE,Valentin,2008-06-03,3223927,HOMME,BC Clermont,484,400,425
MARCHAND,Léonie,1993-04-26,9171925,FEMME,Bad Saint-Étienne,,,
PIRES,Nadia,1979-05-30,3476873,FEMME,Nouvelle-Aquitaine Bad,1209,1163,1230
BRANDT,Christine,1997-11-15,4602840,FEMME,Bad Basque,1766,1682,
FRANCOIS,Baptiste,2012-04-05,4843857,HOMME,BC Fréjus,482,,400
BLANC,Mathilde,1964-06-05,3176160,FEMME,Bad Brest,484,400,434
DAVID,Sienna,2007-09-09,1262129,FEMME,Picardie Bad,478,,437
ROBERT,Anne,1988-04-22,2137814,FEMME,BC Rouen Nord,1130,1180,953
MULLER,Luc,1982-10-03,2332904,HOMME,Bad Club Rennes,1394,1309,1287
PHAM,Guillaume,1995-12-11,7876527,HOMME,ASPTT Bordeaux,1268,1206,
ROUSSEAU,André,1996-05-18,2686658,HOMME,Bad Club Bordeaux,519,518,518
LEGROS,Huong,2011-01-09,5145642,FEMME,BC Bayonne,537,472,419
SIMON,Clémence,1977-12-23,5492806,FEMME,BC Perpignan,478,,400
BUI,Maxime,2015-08-25,7404736,HOMME,Bad Toulon,401,400,400
DUPUIS,Liam,1995-06-06,2911499,HOMME,Colmar Bad,630,557,526
BRUN,Lisa,1993-09-28,6647626,FEMME,Bad Saint-Étienne,1784,1661,1661
DELORME,Vinh,2013-08-06,1488911,HOMME,Centre-Val Bad,455,478,400
MASSON,Rémi,2006-01-07,9793246,HOMME,Bad Saint-Étienne,1968,1920,1936
TRAN,Océane,1975-12-22,9790873,FEMME,BC Villefranche,,,
THOMAS,Axel,1991-04-05,7638610,HOMME,BC Reims,1421,1385,1292
LAMBERT,Alexandre,2002-12-01,7383766,HOMME,Bad Club Seine,848,803,913
BECKER,Raphaël,1958-02-19,6450208,HOMME,Levallois SC,1080,996,950
BARREAU,Virginie,1961-04-09,2919425,FEMME,Shuttle Nancy,714,718,586
PHAM,Maëlle,1982-01-28,4161506,FEMME,BC Aix-en-Provence,557,548,595
BENALI,David,1957-07-31,6178294,HOMME,Rhône-Alpes Bad,704,669,755
NGUYEN,Eva,1976-05-01,9545212,FEMME,Badminton Nantes,601,465,549
CLEMENT,Vincent,1978-12-23,4471157,HOMME,BC Clermont,892,852,896
MEYER,Patrick,1958-01-27,6885607,HOMME,Bad Brest,638,560,586
HOFFMANN,Yuki,1998-05-09,9782376,FEMME,Bad Hérault,841,897,
WOLFF,Axel,2003-11-06,4859970,HOMME,BC Orléans,977,1067,1046
SCHWARZ,Isabelle,1995-12-21,1249395,FEMME,ASPTT Lyon,1501,1407,1484
BOURGEOIS,Nanami,2007-11-12,7488875,FEMME,BC Sélestat,896,902,928
MARCHAND,Laurent,2013-07-27,6668655,HOMME,Badminton Nantes,473,552,459
ROUSSEL,Paul,1978-06-05,1014850,HOMME,Shuttle Nancy,506,435,555
LE,Aiko,2017-11-19,9357337,FEMME,BC Clermont,437,400,449
MULLER,Antoine,1973-11-21,6493094,HOMME,BC Mulhouse,1061,1013,1073
DINH,Saki,1988-09-22,3139760,FEMME,ACBB Boulogne,1375,1423,1371
DUMAS,Antoine,2003-01-13,6622921,HOMME,Centre-Val Bad,1265,,1099
FOURNIER,Tom,2007-02-01,7533173,HOMME,Bad Var,454,400,400
BRANDT,Ngoc,1975-08-01,6351781,FEMME,Nouvelle-Aquitaine Bad,546,636,400
NGUYEN,Alain,1978-09-29,6936656,HOMME,Picardie Bad,498,583,435
PIRES,Margot,2018-01-04,1427969,FEMME,Alsace Badminton,434,450,400
RICHTER,Nadia,1995-02-05,2600116,FEMME,US Créteil Bad,900,770,801
MORIN,Robin,1960-06-19,9499097,HOMME,BC Grenoble,1164,1044,1201
MATHIEU,Nanami,1992-12-16,4219576,FEMME,Bad Riom,699,716,508
THOMAS,Anaïs,1964-10-25,2967808,FEMME,Picardie Bad,1130,1201,1165
TRAN,Sylvie,1973-12-25,2120619,FEMME,Bad Nîmes,463,449,400
RICHARD,Corentin,1959-12-16,3602603,HOMME,Picardie Bad,,,
DUPONT,Lilou,1992-05-16,2202966,FEMME,BC Amboise,1506,,
PICARD,Enzo,2002-09-13,2665880,HOMME,Shuttle Reims,1775,1656,1799
BENALI,Phuong,2017-01-07,4122497,FEMME,BC Pau,,,
CHEVALIER,Amaury,2000-12-23,5302258,HOMME,BC Grenoble,,,
KLEIN,Céline,1973-05-04,4674494,FEMME,BC Sélestat,1203,1145,1090
DUMAS,Rin,1989-03-09,2827663,FEMME,BC Reims,1432,,1248
LEGROS,Élodie,2005-04-12,9840372,FEMME,Bad Ain,1469,1553,1461
RICHTER,Stéphane,1958-04-30,7994917,HOMME,BC Lille,784,690,608
DELORME,Tanguy,2007-05-22,1582187,HOMME,Bad Club Rennes,624,580,645
SILVA,Mai,1989-05-07,7405566,FEMME,BC Thiers,975,996,821
SOUSA,Corentin,1982-01-29,6730114,HOMME,Bad Isère,998,1058,888
LEGROS,Anaïs,1990-02-15,6649522,FEMME,ESM Vendôme,595,555,408
GAUTHIER,Lisa,2002-10-28,7919557,FEMME,Bad Riom,455,472,477
CARPENTIER,Erwan,1996-10-07,8917013,HOMME,Bad Ardennes,1874,1799,1740
BRANDT,Chloé,1995-05-22,7054293,FEMME,Badminton Nantes,,,
HOANG,Frédéric,1966-06-15,9270756,HOMME,BC Sélestat,634,550,585
PICARD,Florian,1971-04-20,2960855,HOMME,BC Chartres,1216,1132,1215
CLEMENT,Aïcha,1990-08-25,8099360,FEMME,Pays de Loire Bad,1354,1411,1383
SCHULZ,Stéphane,2011-08-15,9798264,HOMME,BC Voiron,462,510,460
MANSOURI,Akane,2015-09-22,7479909,FEMME,Bad Basque,406,400,400
MERCIER,Nicolas,2007-10-12,4745893,HOMME,Bad Club Bordeaux,627,710,439
MEYER,Aiko,1966-10-21,5887018,FEMME,Grand Est Badminton,840,729,644
ROUSSEAU,Léa,2012-05-11,3797073,FEMME,Normandie Badminton,489,474,454
BERTRAND,Yuki,2003-02-20,7968985,FEMME,BC Besançon,1650,1694,
KLEIN,Nolan,1989-01-04,9344741,HOMME,BC Vichy,1361,1391,1342
JACOBS,David,2012-03-13,5962069,HOMME,Picardie Bad,420,400,400
CARON,Laëtitia,1960-11-06,2921542,FEMME,BC Tours,758,,750
PIRES,Kevin,2011-07-24,8659448,HOMME,Île-de-France Badminton,498,455,400
PIRES,Alexia,1969-11-09,1431902,FEMME,BC Caen Maritime,1058,1033,892
LECONTE,Nathan,1957-12-23,2392808,HOMME,Shuttle Villeurbanne,1036,947,860
BOUCHARD,Jérôme,1984-11-07,4874618,HOMME,PUC Badminton,936,952,853
BENALI,Denis,1997-04-06,5021865,HOMME,BC Reims,954,866,947
GAUTHIER,Enzo,2000-12-15,7527429,HOMME,Shuttle Toulouse,1856,1712,1845
LEFEBVRE,Luc,2016-10-28,7553608,HOMME,Bad Basque,433,434,411
SCHNEIDER,Vincent,1956-07-12,5643747,HOMME,BC Cholet,1279,1301,1271
SANTOS,Rin,1999-04-02,6304889,FEMME,BC Limoges,1881,1847,1880
LEFEVRE,Ronan,1991-03-13,3954335,HOMME,BC Tours,562,447,610
BLANC,Leila,1986-09-01,8924549,FEMME,BC Tours,1199,1071,1007
HENRY,Khoa,2007-08-11,9601181,HOMME,Bad Riom,803,800,775
MULLER,Manon,2010-03-14,6621279,FEMME,BC Charleville,656,581,666
PHAM,Manon,1993-03-29,7072405,FEMME,CSMT Versailles,936,972,855
CARPENTIER,Liam,2010-05-03,6856763,HOMME,BC Vichy,439,487,400
PERRIN,Laurent,2014-09-27,7450897,HOMME,Bad Isère,486,516,447
PEREIRA,Marine,1981-07-02,2961359,FEMME,Bad Club Bordeaux,,,
MOREL,Philippe,2004-01-09,9990081,HOMME,Bad Indre,1568,1667,1604
VALENTIN,Sarah,2015-11-18,4917014,FEMME,BC Lille,401,469,
ANDRE,Jérôme,2013-03-23,8878038,HOMME,BC Pau,435,534,400
MARCHAND,Simon,1970-06-20,7263149,HOMME,BC Quimper,1046,1145,941
CARVALHO,Thuy,1998-06-26,1973604,FEMME,BC Valenciennes,1515,1404,1550
LACOMBE,Mai,1972-03-28,7401001,FEMME,Anjou Badminton,1098,1076,1034
TRAN,Nolan,1989-11-29,5356797,HOMME,BC Lille,849,,782
MEYER,Thuy,2012-05-07,6792490,FEMME,Bad Club Bordeaux,489,515,419
MASSON,Quentin,2015-04-24,2451023,HOMME,Grand Est Badminton,439,400,423
PREVOT,Yumi,2004-02-05,4005154,FEMME,BC Strasbourg,664,569,537
MARTINEZ,Amina,1961-10-09,1477394,FEMME,Normandie Badminton,906,859,929
SCHULZ,Xavier,2008-11-23,3836968,HOMME,BC Perpignan,678,751,522
LEGROS,Corentin,1989-05-18,3001043,HOMME,BC Strasbourg,1000,985,867
FERNANDEZ,Quentin,1995-10-04,8078180,HOMME,Bad Indre,1548,1599,1380
SCHULZ,Louis,1972-11-02,9688409,HOMME,Bad Basque,516,424,400
ROUX,Nina,1970-01-26,9612986,FEMME,Shuttle Reims,1017,903,862
LECONTE,Sienna,2015-05-11,9026044,FEMME,BC Montpellier,428,400,484
BERNARD,Elisa,1963-03-06,3023923,FEMME,Shuttle Grenoble,935,913,932
BONNET,Alain,2009-03-07,9743675,HOMME,BC Charleville,567,532,460
PERRIN,Emma,2015-11-12,8577588,FEMME,PUC Badminton,426,400,435
MICHEL,André,2009-07-26,3734506,HOMME,PUC Badminton,647,511,464
SCHULZ,Thierry,2011-08-30,9098786,HOMME,BC Villefranche,454,400,527
GARCIA,Céline,1991-04-15,7715147,FEMME,BC Marseille,1000,857,970
MARCHAND,Pauline,1956-08-06,9229364,FEMME,BC Perpignan,583,595,458
CARPENTIER,Bruno,2009-01-07,8268174,HOMME,Shuttle Angers,402,400,474
BERNARD,Alice,1965-07-30,5163555,FEMME,Île-de-France Badminton,603,676,
BOURGEOIS,Valérie,1988-03-01,7669895,FEMME,Bad Riom,1016,1026,959
BERTRAND,Sébastien,1989-04-18,4188080,HOMME,ASPTT Lyon,680,707,505
MARCHAND,Claire,2009-04-15,7443297,FEMME,BC Caen,473,520,492
ROYER,Sylvie,1992-01-21,5114850,FEMME,BC Sète,1077,1120,1096
DO,Valentin,1968-07-07,3488634,HOMME,BC Voiron,535,593,431
LAMBERT,Erwan,1988-05-04,3737808,HOMME,Grand Est Badminton,,,
PERRIN,Marine,2016-05-12,3502745,FEMME,BC Besançon,434,469,470
CARON,Emma,1997-11-21,9226282,FEMME,BC Rouen,1909,1878,1841
SCHNEIDER,Valentin,2008-09-23,2054857,HOMME,BC Clermont,783,674,820
MARTINEZ,Maëlle,1991-12-16,9551086,FEMME,BC Orléans,,,
BERNARD,Victor,2016-05-05,6720210,HOMME,Bad Ardennes,408,506,400
SCHWARZ,Nam,1976-05-30,5705191,HOMME,BC Strasbourg,905,988,803
JACOBS,Clément,1976-06-28,1498635,HOMME,BC Voiron,867,945,696
MORIN,Lan,1967-04-08,3465704,FEMME,BC Thiers,1207,1094,1148
ROUSSEL,Rémi,1997-05-05,9127244,HOMME,Bad Toulon,1058,924,1110
PELLETIER,Dylan,1960-08-14,4838243,HOMME,BC Amboise,731,705,604
GIRARD,Minh,2009-03-01,6177483,HOMME,Bad Ardennes,466,400,420
PREVOT,Thomas,1994-12-20,4203872,HOMME,Bad Toulon,1083,,1048
LEGRAND,Pauline,2013-09-02,2065539,FEMME,Bad Hérault,416,442,400
SCHULZ,Pauline,2014-08-11,6252866,FEMME,BC Voiron,480,400,427
SANTOS,Victoire,1984-02-29,7307615,FEMME,Bad Toulon,1071,969,883
NICOLAS,Florence,2012-09-14,6211693,FEMME,Bad Finistère,473,511,521
BUI,Hung,2011-10-15,5550758,HOMME,Chartreuse Badminton,446,400,405
SOUSA,Kevin,2011-12-30,2414452,HOMME,BC Rouen,403,400,400
BARREAU,Corentin,2001-11-23,8902726,HOMME,Bad Cambrai,1620,1588,1686
PETIT,Sarah,1973-12-04,3518087,FEMME,BC Tours,588,545,616
LACOMBE,Saki,2007-04-05,7518553,FEMME,BC Lille,638,574,603
NGUYEN,Clément,2007-02-12,7207788,HOMME,Chartreuse Badminton,,,
RICHARD,Clément,1992-12-07,1911884,HOMME,Racing Club Paris,1682,1751,
PELLETIER,Sakura,1956-05-30,1903282,FEMME,BC Charleville,879,930,684
VU,Patrick,2009-05-26,5642335,HOMME,CSMT Versailles,491,485,567
BOUCHARD,Zahra,1988-08-05,6793850,FEMME,BC Aix-en-Provence,1051,1145,985
VU,Margot,1958-12-18,7162857,FEMME,BC Cholet,1100,998,1132
DUPUIS,Hugo,2011-06-19,7299359,HOMME,BC Clermont,527,615,436
CARPENTIER,Nina,1997-08-20,5175344,FEMME,Bad Ardennes,1026,949,910
SIMON,Pierre,2011-09-29,2547961,HOMME,Anjou Badminton,546,570,527
CARVALHO,Guillaume,1996-06-08,3252091,HOMME,US Créteil Bad,1165,1174,1056
TRAN,Ambre,1988-09-27,3035380,FEMME,BC Fréjus,647,724,511
DUMAS,Assia,1987-03-04,9570152,FEMME,Auvergne Bad,588,581,641
VASSEUR,Alice,2015-11-20,3706475,FEMME,Bad Club Rennes,411,,403
ROUX,Patrick,2008-09-29,4484023,HOMME,BC Caen,807,704,825
PEREIRA,Simon,1968-10-13,9196133,HOMME,Bad Saint-Étienne,1172,,1160
MANSOURI,Christophe,2001-04-11,5112546,HOMME,Shuttle Reims,463,,400
LAURENT,Nathalie,1972-12-23,1386582,FEMME,Alsace Badminton,1158,1232,1232
ANDRE,Nathan,1973-10-31,8493458,HOMME,Shuttle Club Lyon,1245,1226,1144
NGUYEN,Lisa,1999-11-13,2126320,FEMME,Bad Ain,1359,1336,1273
MAILLOT,Maxime,1997-01-18,6078982,HOMME,BC Douai,1130,1006,1092
CARVALHO,Camille,1956-03-03,6564790,FEMME,BC Vichy,973,861,859
CHEVALIER,Bruno,2003-10-29,7862081,HOMME,Bad Hérault,950,870,1019
CARON,Sarah,1973-08-24,3011612,FEMME,BC Metz,766,843,777
TRAN,Huong,1996-05-15,3525172,FEMME,Bad Ain,762,729,708
PIRES,Tristan,1990-06-24,7910280,HOMME,BC Lille,1033,1024,870
RICHARD,Sylvie,2002-09-29,3641282,FEMME,Bad Club Rennes,1490,1492,1410
LEGRAND,Yuki,1980-04-20,2086485,FEMME,BC Douai,,,
FERNANDEZ,Vinh,1986-08-24,4388830,HOMME,BC Chartres,,,
ROUSSEAU,Gilles,2001-03-11,9363332,HOMME,BC Valenciennes,516,553,491
LEFEBVRE,Laura,1993-08-10,4346671,FEMME,BC Besançon,1555,1478,1432
COSTA,Paul,1987-10-20,5462765,HOMME,Shuttle Angers,1227,1282,1099
GARNIER,Vinh,2002-12-15,2964345,HOMME,Picardie Bad,955,951,887
MAILLOT,Alexandre,2015-12-06,3128585,HOMME,BC Strasbourg,416,499,
PICARD,Isabelle,1990-07-11,6431318,FEMME,ASPTT Lyon,1773,1666,1609
RICHARD,Hoa,1997-10-17,6534822,FEMME,BC Fréjus,546,636,
GAUTHIER,Dylan,1975-05-30,5939225,HOMME,Racing Club Paris,783,727,774
COTE,Jérôme,2002-06-08,9762852,HOMME,BC Caen,1912,1981,1743
DINH,Thuy,1992-12-05,1453575,FEMME,BC Clermont,1361,1212,1279
NGUYEN,Florence,1999-07-13,8831756,FEMME,BCMS Montpellier,1801,1716,1662
MARCHAND,Célia,1999-07-23,2577693,FEMME,Picardie Bad,1653,1681,1716
MICHEL,Isabelle,1998-09-12,4603936,FEMME,Bad Var,1999,2071,2009
PELLETIER,Aurélie,2017-01-15,1345362,FEMME,CSMT Versailles,413,501,453
GIRARD,Ethan,1964-04-19,6457324,HOMME,PACA Badminton,697,659,649
MICHEL,Agathe,1994-03-12,8523601,FEMME,Bad Ain,995,877,980
MULLER,Aïcha,2008-12-17,8915462,FEMME,BC Marseille,880,,870
SOUSA,Nolan,2010-10-22,8314090,HOMME,Alsace Badminton,,,
PIRES,Nathalie,1978-12-26,7822718,FEMME,BC Tours Nord,807,678,826
PEREIRA,Aiko,2003-04-16,8418631,FEMME,BC Le Mans,1114,1170,1116
AUBRY,Mathilde,1990-10-23,6247306,FEMME,BC Tours,731,802,626
GAUTHIER,Adrien,1958-07-01,1645109,HOMME,Nouvelle-Aquitaine Bad,575,501,400
MEYER,Chloé,1959-03-21,9493717,FEMME,BC Montpellier,958,854,877
DINH,Célia,1995-09-14,2967908,FEMME,BC Orléans,1647,1677,1606
LEFEBVRE,Mai,2004-09-04,1766393,FEMME,Shuttle Toulouse,1094,1035,1097
MASSON,Jérôme,2000-09-21,4745951,HOMME,BC Douai,1933,,1758
BARBIER,Tom,2007-11-29,7264956,HOMME,Colmar Bad,890,797,700
CHEVALIER,Tanguy,1980-07-01,4485246,HOMME,BC Amboise,1291,1172,1120
MASSON,Xavier,1979-09-05,9053951,HOMME,Bad Ardennes,1256,1352,1076
GAGNON,Florence,2002-06-17,9317680,FEMME,Bad Finistère,,,
FERNANDEZ,Rin,1967-11-03,4368402,FEMME,Shuttle Club Lyon,531,400,600
GIRARD,Maëlle,1997-09-26,1321412,FEMME,BC Limoges,960,973,809
PERRIN,Florian,2002-02-10,2107736,HOMME,ACBB Boulogne,2159,2116,2023
DUPONT,André,2010-08-01,8141358,HOMME,ACBB Boulogne,647,649,570
FERRY,Eva,2004-11-12,3533354,FEMME,Bad Amiens,860,808,780
LOPES,Virginie,2013-10-04,4570406,FEMME,Shuttle Angers,,,
ROBERT,Gaëtan,2015-08-13,2930452,HOMME,Normandie Badminton,424,410,444
MEUNIER,Mathilde,1963-02-21,8586002,FEMME,Normandie Badminton,946,953,817
RENARD,Romain,2016-07-14,3493237,HOMME,BC Lorient,434,400,400
BERNARD,Simon,2006-04-05,3542382,HOMME,BC Valenciennes,531,460,586
FERNANDEZ,Axel,1987-01-06,7717366,HOMME,Shuttle Angers,767,628,798
VU,Alexandre,2014-12-27,3560963,HOMME,CSMT Versailles,500,531,528
CHEVALIER,Charlotte,1963-04-09,1571126,FEMME,BC Marseille,1074,1092,985
SCHULZ,Aiko,1963-07-06,1793345,FEMME,BC Sète,1128,1028,1084
SIMON,Minh,2011-01-27,2168532,HOMME,BC Thiers,538,601,407
SILVA,Thomas,1996-12-06,4218970,HOMME,Bad Hérault,871,777,937
CLEMENT,Yasmine,1996-09-02,6510806,FEMME,Bad Ain,1296,1383,
BECKER,Thomas,2010-09-24,5468048,HOMME,BC Tours,678,562,479
SANTOS,Hoa,2004-06-17,8858408,FEMME,Pays de Loire Bad,2041,2009,1910
DAVID,Liam,1959-11-30,8535257,HOMME,Bad Finistère,466,438,400
BECKER,Hoa,2001-08-22,6621063,FEMME,BC Nantes Ouest,1944,1811,1903
LAURENT,Vinh,1994-01-21,7400536,HOMME,BC Besançon,731,624,780
DAVID,Tuan,1979-04-09,1191868,HOMME,BC Reims,,,
COSTA,Manon,1982-02-07,3070422,FEMME,BC Aix-en-Provence,1134,1085,1165
FONTAINE,Nina,1999-09-15,9658926,FEMME,BC Tours Nord,1544,1582,1456
HENRY,Paul,2007-11-17,7243614,HOMME,Bad Finistère,627,484,621
CARVALHO,Manon,2012-10-05,6747100,FEMME,BC Tours,434,400,400
SILVA,Léa,1999-10-06,2188568,FEMME,ASPTT Lyon,1154,1228,1006
LEGROS,Aïcha,2007-07-12,8934401,FEMME,BC Limoges,694,649,747
HENRY,Bertrand,2010-05-21,7160222,HOMME,Shuttle Toulouse,611,582,652
RICHARD,Bruno,1973-06-19,3506965,HOMME,Bad Club Rennes,950,,946
CARPENTIER,Baptiste,2011-07-26,4162319,HOMME,Shuttle Angers,555,502,623
RICHARD,Quentin,2013-11-15,2263376,HOMME,Bad Nîmes,,,
LAMBERT,Yann,1963-11-08,8551041,HOMME,Badminton Nice,1145,1182,1058
RENARD,Catherine,1957-04-07,3108178,FEMME,BC Rouen Nord,719,776,650
AUBERT,Christophe,1983-11-25,5788115,HOMME,BC Metz,867,832,671
ROYER,Olivier,2007-12-21,4564684,HOMME,BC Vichy,530,568,437
RICHARD,Florence,1993-07-02,8041122,FEMME,ESM Vendôme,1794,1687,1615
ROUSSEL,Victor,1966-11-08,4201221,HOMME,BC Tours Nord,672,635,734
FAURE,Clémence,1966-04-25,1472908,FEMME,PUC Badminton,541,593,400
SCHWARZ,Simon,2010-01-17,8757372,HOMME,Badminton Nice,620,471,551
CARPENTIER,Alain,1989-09-11,9905853,HOMME,BC Chartres,822,766,850
GARCIA,Sébastien,1985-10-21,9396749,HOMME,Chartreuse Badminton,492,478,419
ROBERT,Xavier,1965-03-20,9223544,HOMME,BC Le Mans,777,709,848
LEGRAND,Minh,1984-02-21,6226975,HOMME,BC Lille,488,452,467
BERNARD,Mathieu,1961-12-09,1200545,HOMME,BC Paris 15,1260,1167,1205
MEYER,Zoé,1987-01-28,3101735,FEMME,BC Clermont,1122,1111,1115
VALENTIN,Anaïs,1963-10-27,1214182,FEMME,Shuttle Grenoble,442,400,438
MULLER,Hugo,2017-12-04,3952542,HOMME,Grand Est Badminton,402,400,400
VU,Christine,1970-07-17,1497240,FEMME,Racing Club Paris,1231,1131,1305
LEGRAND,Duc,1986-01-05,4597093,HOMME,BC Le Mans,1099,1155,1062
ROUX,Marine,1959-09-09,3475063,FEMME,Nouvelle-Aquitaine Bad,934,800,922
BRANDT,Léo,2005-11-11,7485518,HOMME,Shuttle Toulouse,1128,,1207
DAVID,Arthur,1987-09-05,6590001,HOMME,Bad Indre,546,614,567
BERTRAND,Christophe,2010-11-19,1486122,HOMME,BC Chartres,512,609,400
PIRES,Matteo,1986-01-21,9002830,HOMME,BC Toulon,511,542,494
BERNARD,Tristan,2000-04-29,6981675,HOMME,Centre-Val Bad,1641,1514,1700
CLEMENT,André,1969-02-18,3226727,HOMME,BC Fréjus,1089,1036,1112
GAGNON,Pauline,2003-03-22,4674790,FEMME,Grand Est Badminton,2045,1928,1984
FONTAINE,Tuan,1975-01-24,5985648,HOMME,BC Fréjus,,,
CARPENTIER,Agathe,2005-01-22,8313326,FEMME,Bad Dijon,979,1021,813
BARBIER,Sienna,2017-02-23,5470435,FEMME,BC Sélestat,442,401,514
GARNIER,Héloïse,1999-01-24,7889563,FEMME,BC Reims,1026,904,936
BOUCHARD,Axel,1997-03-11,2980015,HOMME,Bad Cambrai,1906,,
GIRARD,Sienna,2015-03-27,7473863,FEMME,Bad Hérault,438,471,494
SOUSA,Amandine,1985-04-30,5722003,FEMME,Rhône-Alpes Bad,497,546,
LAMBERT,Erwan,1997-06-12,8206488,HOMME,Bad Indre,1000,1000,1074
ROYER,Mathieu,2007-09-25,3065827,HOMME,Bad Finistère,659,626,525
BLANC,Lilou,1976-07-13,5367455,FEMME,US Créteil Bad,580,433,400
